host,issue_id,severity,issue,finding,remediation
200.145.93.100,VULN-09882,CRITICAL,config_issue,Weak cipher detected,Restrict port
222.110.172.251,VULN-09883,LOW,weak_cipher,Open port exposed,Fix config
136.146.214.161,VULN-09884,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
118.159.82.40,VULN-09885,HIGH,weak_cipher,Open port exposed,Apply patch
238.31.117.14,VULN-09886,CRITICAL,open_port,Misconfig found,Apply patch
87.214.239.149,VULN-09887,CRITICAL,config_issue,Open port exposed,Apply patch
243.172.38.29,VULN-09888,HIGH,weak_cipher,Weak cipher detected,Restrict port
187.65.189.242,VULN-09889,CRITICAL,weak_cipher,Weak cipher detected,Fix config
68.196.186.56,VULN-09890,LOW,config_issue,Weak cipher detected,Apply patch
112.39.59.91,VULN-09891,HIGH,config_issue,Open port exposed,Apply patch
221.97.27.247,VULN-09892,MEDIUM,config_issue,Open port exposed,Restrict port
93.38.105.114,VULN-09893,HIGH,open_port,Weak cipher detected,Apply patch
148.253.207.47,VULN-09894,LOW,config_issue,Misconfig found,Apply patch
235.194.159.169,VULN-09895,MEDIUM,weak_cipher,Open port exposed,Fix config
184.204.28.225,VULN-09896,LOW,open_port,Open port exposed,Restrict port
208.109.145.4,VULN-09897,CRITICAL,weak_cipher,Open port exposed,Fix config
191.236.92.140,VULN-09898,LOW,open_port,Misconfig found,Fix config
212.17.113.18,VULN-09899,MEDIUM,open_port,Weak cipher detected,Fix config
49.31.232.202,VULN-09900,LOW,config_issue,Misconfig found,Restrict port
102.174.177.165,VULN-09901,LOW,open_port,Misconfig found,Apply patch
112.175.86.204,VULN-09902,CRITICAL,open_port,Weak cipher detected,Restrict port
18.52.227.148,VULN-09903,HIGH,config_issue,Misconfig found,Fix config
70.3.33.250,VULN-09904,HIGH,weak_cipher,Misconfig found,Apply patch
31.91.196.236,VULN-09905,HIGH,weak_cipher,Weak cipher detected,Apply patch
40.79.170.97,VULN-09906,MEDIUM,weak_cipher,Open port exposed,Apply patch
88.21.74.126,VULN-09907,LOW,weak_cipher,Weak cipher detected,Restrict port
193.18.79.204,VULN-09908,MEDIUM,open_port,Weak cipher detected,Restrict port
224.20.207.177,VULN-09909,LOW,weak_cipher,Weak cipher detected,Fix config
235.153.19.68,VULN-09910,HIGH,weak_cipher,Misconfig found,Restrict port
195.129.97.199,VULN-09911,CRITICAL,config_issue,Weak cipher detected,Fix config
208.133.24.241,VULN-09912,MEDIUM,weak_cipher,Open port exposed,Fix config
58.88.221.171,VULN-09913,CRITICAL,config_issue,Misconfig found,Restrict port
16.86.159.238,VULN-09914,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
2.224.165.159,VULN-09915,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
176.176.18.43,VULN-09916,HIGH,weak_cipher,Weak cipher detected,Restrict port
129.205.114.160,VULN-09917,LOW,config_issue,Open port exposed,Restrict port
48.134.213.178,VULN-09918,MEDIUM,weak_cipher,Misconfig found,Apply patch
137.89.40.141,VULN-09919,MEDIUM,config_issue,Weak cipher detected,Restrict port
210.61.125.181,VULN-09920,CRITICAL,config_issue,Open port exposed,Restrict port
15.113.31.69,VULN-09921,MEDIUM,config_issue,Misconfig found,Fix config
155.240.111.55,VULN-09922,LOW,config_issue,Misconfig found,Fix config
202.78.230.88,VULN-09923,LOW,open_port,Open port exposed,Apply patch
241.135.104.114,VULN-09924,CRITICAL,open_port,Open port exposed,Fix config
35.60.119.240,VULN-09925,LOW,weak_cipher,Weak cipher detected,Apply patch
182.57.49.9,VULN-09926,LOW,weak_cipher,Weak cipher detected,Restrict port
69.208.10.168,VULN-09927,CRITICAL,open_port,Misconfig found,Fix config
210.99.147.84,VULN-09928,CRITICAL,open_port,Misconfig found,Fix config
174.218.207.206,VULN-09929,CRITICAL,open_port,Weak cipher detected,Apply patch
244.70.150.156,VULN-09930,LOW,weak_cipher,Open port exposed,Apply patch
90.162.122.37,VULN-09931,HIGH,config_issue,Weak cipher detected,Fix config
86.2.105.233,VULN-09932,MEDIUM,config_issue,Open port exposed,Fix config
114.133.99.58,VULN-09933,LOW,open_port,Misconfig found,Apply patch
74.20.126.194,VULN-09934,HIGH,weak_cipher,Weak cipher detected,Apply patch
170.245.109.102,VULN-09935,LOW,config_issue,Misconfig found,Fix config
250.169.205.18,VULN-09936,LOW,weak_cipher,Open port exposed,Fix config
61.245.103.197,VULN-09937,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
89.237.190.97,VULN-09938,MEDIUM,weak_cipher,Open port exposed,Fix config
104.175.68.4,VULN-09939,MEDIUM,config_issue,Open port exposed,Fix config
23.152.76.90,VULN-09940,HIGH,config_issue,Open port exposed,Fix config
51.252.66.111,VULN-09941,MEDIUM,open_port,Open port exposed,Fix config
176.234.177.172,VULN-09942,LOW,weak_cipher,Weak cipher detected,Apply patch
179.97.79.69,VULN-09943,CRITICAL,open_port,Misconfig found,Apply patch
152.233.195.183,VULN-09944,CRITICAL,config_issue,Open port exposed,Restrict port
102.242.22.148,VULN-09945,CRITICAL,weak_cipher,Weak cipher detected,Fix config
159.211.141.174,VULN-09946,HIGH,weak_cipher,Misconfig found,Restrict port
253.125.226.249,VULN-09947,CRITICAL,open_port,Open port exposed,Restrict port
108.58.148.246,VULN-09948,CRITICAL,weak_cipher,Weak cipher detected,Fix config
146.145.44.176,VULN-09949,CRITICAL,config_issue,Misconfig found,Fix config
183.114.18.178,VULN-09950,HIGH,config_issue,Open port exposed,Restrict port
179.145.54.253,VULN-09951,MEDIUM,weak_cipher,Open port exposed,Apply patch
11.92.176.76,VULN-09952,CRITICAL,weak_cipher,Misconfig found,Apply patch
9.112.158.40,VULN-09953,CRITICAL,config_issue,Misconfig found,Fix config
163.193.99.147,VULN-09954,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
249.112.189.67,VULN-09955,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
166.211.253.241,VULN-09956,MEDIUM,weak_cipher,Misconfig found,Apply patch
226.207.216.225,VULN-09957,MEDIUM,weak_cipher,Weak cipher detected,Fix config
33.122.74.13,VULN-09958,LOW,config_issue,Open port exposed,Restrict port
128.193.18.21,VULN-09959,HIGH,open_port,Weak cipher detected,Restrict port
231.55.254.202,VULN-09960,HIGH,open_port,Weak cipher detected,Fix config
220.205.161.28,VULN-09961,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
57.116.223.54,VULN-09962,CRITICAL,open_port,Misconfig found,Fix config
176.108.181.177,VULN-09963,MEDIUM,config_issue,Open port exposed,Apply patch
115.214.237.218,VULN-09964,HIGH,open_port,Weak cipher detected,Restrict port
213.184.144.240,VULN-09965,LOW,weak_cipher,Misconfig found,Fix config
206.22.95.205,VULN-09966,LOW,config_issue,Misconfig found,Fix config
65.113.76.227,VULN-09967,CRITICAL,open_port,Weak cipher detected,Fix config
81.14.235.142,VULN-09968,MEDIUM,config_issue,Weak cipher detected,Apply patch
186.244.148.74,VULN-09969,HIGH,weak_cipher,Misconfig found,Restrict port
244.136.162.167,VULN-09970,MEDIUM,open_port,Open port exposed,Restrict port
185.240.25.47,VULN-09971,HIGH,weak_cipher,Misconfig found,Apply patch
93.33.54.65,VULN-09972,CRITICAL,config_issue,Misconfig found,Apply patch
191.61.168.203,VULN-09973,CRITICAL,open_port,Misconfig found,Restrict port
125.223.37.67,VULN-09974,CRITICAL,config_issue,Open port exposed,Fix config
151.224.153.23,VULN-09975,LOW,config_issue,Open port exposed,Apply patch
237.151.79.7,VULN-09976,LOW,weak_cipher,Open port exposed,Restrict port
69.41.174.39,VULN-09977,LOW,open_port,Misconfig found,Fix config
50.164.33.31,VULN-09978,CRITICAL,open_port,Open port exposed,Apply patch
54.205.38.94,VULN-09979,CRITICAL,open_port,Open port exposed,Apply patch
177.54.133.44,VULN-09980,LOW,weak_cipher,Misconfig found,Restrict port
195.200.1.186,VULN-09981,LOW,open_port,Weak cipher detected,Apply patch
168.17.50.100,VULN-09982,CRITICAL,weak_cipher,Open port exposed,Restrict port
60.82.149.80,VULN-09983,HIGH,open_port,Weak cipher detected,Fix config
143.193.74.119,VULN-09984,HIGH,open_port,Misconfig found,Apply patch
114.217.86.181,VULN-09985,LOW,config_issue,Misconfig found,Restrict port
112.48.154.126,VULN-09986,CRITICAL,config_issue,Misconfig found,Apply patch
236.114.118.242,VULN-09987,CRITICAL,weak_cipher,Open port exposed,Apply patch
229.21.70.41,VULN-09988,MEDIUM,open_port,Open port exposed,Apply patch
182.85.34.242,VULN-09989,LOW,config_issue,Open port exposed,Restrict port
15.105.211.160,VULN-09990,HIGH,open_port,Misconfig found,Apply patch
247.33.111.17,VULN-09991,LOW,weak_cipher,Misconfig found,Fix config
28.139.244.180,VULN-09992,MEDIUM,open_port,Weak cipher detected,Fix config
115.201.144.149,VULN-09993,MEDIUM,open_port,Open port exposed,Fix config
181.128.243.110,VULN-09994,CRITICAL,open_port,Open port exposed,Fix config
242.95.146.34,VULN-09995,LOW,config_issue,Weak cipher detected,Restrict port
163.253.83.107,VULN-09996,LOW,weak_cipher,Misconfig found,Fix config
137.83.176.240,VULN-09997,CRITICAL,config_issue,Misconfig found,Fix config
245.51.10.148,VULN-09998,MEDIUM,weak_cipher,Misconfig found,Restrict port
71.142.45.204,VULN-09999,HIGH,open_port,Open port exposed,Restrict port
157.36.67.52,VULN-10000,HIGH,open_port,Open port exposed,Restrict port
204.161.132.164,VULN-10001,HIGH,weak_cipher,Weak cipher detected,Restrict port
127.231.91.61,VULN-10002,LOW,config_issue,Weak cipher detected,Fix config
247.117.179.139,VULN-10003,MEDIUM,open_port,Misconfig found,Fix config
100.43.79.107,VULN-10004,HIGH,weak_cipher,Weak cipher detected,Fix config
234.231.115.184,VULN-10005,CRITICAL,weak_cipher,Open port exposed,Fix config
98.225.11.77,VULN-10006,LOW,config_issue,Open port exposed,Apply patch
85.120.6.194,VULN-10007,HIGH,weak_cipher,Misconfig found,Restrict port
98.237.169.119,VULN-10008,CRITICAL,config_issue,Weak cipher detected,Restrict port
105.52.97.110,VULN-10009,HIGH,weak_cipher,Weak cipher detected,Fix config
33.245.8.103,VULN-10010,LOW,config_issue,Misconfig found,Restrict port
25.110.155.221,VULN-10011,HIGH,config_issue,Open port exposed,Apply patch
160.116.220.78,VULN-10012,LOW,open_port,Misconfig found,Restrict port
92.154.179.109,VULN-10013,LOW,open_port,Open port exposed,Apply patch
164.109.52.149,VULN-10014,HIGH,config_issue,Open port exposed,Restrict port
220.99.185.99,VULN-10015,LOW,weak_cipher,Misconfig found,Restrict port
165.136.162.194,VULN-10016,CRITICAL,open_port,Weak cipher detected,Apply patch
26.172.177.82,VULN-10017,HIGH,open_port,Open port exposed,Fix config
40.120.211.59,VULN-10018,HIGH,open_port,Weak cipher detected,Restrict port
13.112.210.183,VULN-10019,CRITICAL,open_port,Open port exposed,Fix config
230.200.26.199,VULN-10020,HIGH,open_port,Open port exposed,Restrict port
114.178.121.252,VULN-10021,LOW,open_port,Misconfig found,Restrict port
108.47.140.144,VULN-10022,LOW,open_port,Open port exposed,Apply patch
224.199.66.239,VULN-10023,HIGH,weak_cipher,Weak cipher detected,Restrict port
38.208.42.67,VULN-10024,MEDIUM,open_port,Misconfig found,Apply patch
25.188.112.110,VULN-10025,LOW,open_port,Weak cipher detected,Apply patch
158.208.33.83,VULN-10026,HIGH,open_port,Weak cipher detected,Fix config
150.2.144.58,VULN-10027,CRITICAL,config_issue,Weak cipher detected,Restrict port
54.15.139.174,VULN-10028,LOW,config_issue,Weak cipher detected,Fix config
62.150.190.217,VULN-10029,MEDIUM,config_issue,Misconfig found,Restrict port
172.25.66.18,VULN-10030,LOW,open_port,Weak cipher detected,Apply patch
165.54.87.12,VULN-10031,CRITICAL,open_port,Open port exposed,Apply patch
185.31.95.194,VULN-10032,CRITICAL,open_port,Misconfig found,Fix config
51.211.24.127,VULN-10033,LOW,weak_cipher,Open port exposed,Fix config
230.173.199.96,VULN-10034,CRITICAL,open_port,Weak cipher detected,Apply patch
222.228.177.47,VULN-10035,MEDIUM,open_port,Weak cipher detected,Fix config
130.199.229.147,VULN-10036,MEDIUM,weak_cipher,Weak cipher detected,Fix config
52.88.141.151,VULN-10037,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
54.85.120.154,VULN-10038,LOW,config_issue,Misconfig found,Restrict port
80.123.47.249,VULN-10039,HIGH,weak_cipher,Open port exposed,Fix config
118.105.229.249,VULN-10040,CRITICAL,open_port,Misconfig found,Restrict port
36.35.194.14,VULN-10041,CRITICAL,config_issue,Open port exposed,Fix config
159.27.47.7,VULN-10042,CRITICAL,open_port,Open port exposed,Fix config
21.205.254.246,VULN-10043,HIGH,config_issue,Weak cipher detected,Restrict port
114.167.102.114,VULN-10044,HIGH,config_issue,Misconfig found,Restrict port
228.99.51.57,VULN-10045,MEDIUM,config_issue,Weak cipher detected,Apply patch
62.226.243.221,VULN-10046,HIGH,config_issue,Misconfig found,Restrict port
102.232.37.202,VULN-10047,MEDIUM,open_port,Weak cipher detected,Apply patch
187.8.71.171,VULN-10048,MEDIUM,config_issue,Weak cipher detected,Fix config
76.117.185.175,VULN-10049,CRITICAL,config_issue,Open port exposed,Apply patch
90.100.204.92,VULN-10050,MEDIUM,weak_cipher,Open port exposed,Restrict port
178.250.125.102,VULN-10051,LOW,weak_cipher,Weak cipher detected,Restrict port
95.37.140.233,VULN-10052,HIGH,weak_cipher,Misconfig found,Fix config
242.179.66.79,VULN-10053,CRITICAL,weak_cipher,Misconfig found,Restrict port
121.107.234.134,VULN-10054,HIGH,open_port,Open port exposed,Restrict port
151.58.247.171,VULN-10055,LOW,weak_cipher,Open port exposed,Apply patch
84.230.171.224,VULN-10056,MEDIUM,config_issue,Misconfig found,Apply patch
14.238.4.40,VULN-10057,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
177.121.154.18,VULN-10058,HIGH,config_issue,Weak cipher detected,Restrict port
63.75.116.225,VULN-10059,HIGH,weak_cipher,Misconfig found,Fix config
107.2.109.51,VULN-10060,LOW,open_port,Misconfig found,Fix config
128.227.112.241,VULN-10061,HIGH,open_port,Misconfig found,Restrict port
96.74.251.147,VULN-10062,HIGH,open_port,Open port exposed,Apply patch
100.130.17.219,VULN-10063,MEDIUM,open_port,Open port exposed,Apply patch
60.33.209.189,VULN-10064,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
62.201.119.243,VULN-10065,LOW,open_port,Misconfig found,Apply patch
155.217.199.75,VULN-10066,MEDIUM,open_port,Weak cipher detected,Restrict port
234.19.102.191,VULN-10067,LOW,weak_cipher,Misconfig found,Fix config
77.35.75.178,VULN-10068,HIGH,weak_cipher,Misconfig found,Fix config
152.136.252.43,VULN-10069,MEDIUM,config_issue,Weak cipher detected,Apply patch
64.137.2.171,VULN-10070,LOW,config_issue,Misconfig found,Restrict port
56.47.99.31,VULN-10071,LOW,config_issue,Weak cipher detected,Apply patch
209.188.222.71,VULN-10072,HIGH,weak_cipher,Misconfig found,Restrict port
245.143.225.136,VULN-10073,LOW,weak_cipher,Misconfig found,Apply patch
61.213.29.126,VULN-10074,HIGH,weak_cipher,Open port exposed,Apply patch
175.175.210.7,VULN-10075,LOW,weak_cipher,Misconfig found,Fix config
205.241.145.19,VULN-10076,LOW,config_issue,Weak cipher detected,Restrict port
66.249.159.164,VULN-10077,LOW,open_port,Open port exposed,Apply patch
81.239.231.150,VULN-10078,LOW,config_issue,Weak cipher detected,Restrict port
207.42.44.188,VULN-10079,HIGH,config_issue,Open port exposed,Fix config
161.5.228.81,VULN-10080,CRITICAL,config_issue,Weak cipher detected,Fix config
184.144.225.239,VULN-10081,LOW,weak_cipher,Weak cipher detected,Apply patch
226.233.87.43,VULN-10082,HIGH,config_issue,Open port exposed,Apply patch
153.24.217.15,VULN-10083,MEDIUM,config_issue,Open port exposed,Fix config
90.71.62.74,VULN-10084,HIGH,config_issue,Weak cipher detected,Apply patch
69.124.184.97,VULN-10085,CRITICAL,weak_cipher,Weak cipher detected,Fix config
219.11.113.220,VULN-10086,LOW,weak_cipher,Misconfig found,Apply patch
38.101.19.167,VULN-10087,MEDIUM,config_issue,Misconfig found,Apply patch
124.57.51.161,VULN-10088,CRITICAL,weak_cipher,Misconfig found,Restrict port
177.229.178.137,VULN-10089,HIGH,weak_cipher,Open port exposed,Apply patch
221.111.226.146,VULN-10090,CRITICAL,open_port,Weak cipher detected,Restrict port
198.100.72.12,VULN-10091,HIGH,weak_cipher,Open port exposed,Restrict port
71.24.99.170,VULN-10092,CRITICAL,config_issue,Open port exposed,Restrict port
252.44.172.115,VULN-10093,CRITICAL,config_issue,Misconfig found,Apply patch
241.78.164.173,VULN-10094,CRITICAL,open_port,Weak cipher detected,Restrict port
33.51.107.153,VULN-10095,LOW,open_port,Weak cipher detected,Fix config
134.160.238.181,VULN-10096,MEDIUM,open_port,Misconfig found,Fix config
92.188.60.99,VULN-10097,CRITICAL,open_port,Weak cipher detected,Apply patch
70.111.123.171,VULN-10098,CRITICAL,open_port,Weak cipher detected,Fix config
144.167.86.252,VULN-10099,HIGH,weak_cipher,Weak cipher detected,Fix config
143.189.42.230,VULN-10100,HIGH,weak_cipher,Weak cipher detected,Apply patch
108.245.218.222,VULN-10101,HIGH,open_port,Open port exposed,Restrict port
248.232.15.64,VULN-10102,LOW,config_issue,Misconfig found,Apply patch
95.117.253.102,VULN-10103,HIGH,weak_cipher,Misconfig found,Restrict port
42.72.8.199,VULN-10104,CRITICAL,config_issue,Misconfig found,Fix config
227.149.95.188,VULN-10105,HIGH,weak_cipher,Open port exposed,Apply patch
227.23.201.107,VULN-10106,MEDIUM,open_port,Open port exposed,Fix config
91.202.120.128,VULN-10107,CRITICAL,open_port,Weak cipher detected,Apply patch
253.175.93.178,VULN-10108,LOW,weak_cipher,Weak cipher detected,Fix config
20.15.136.223,VULN-10109,CRITICAL,config_issue,Open port exposed,Fix config
106.14.13.144,VULN-10110,LOW,open_port,Open port exposed,Restrict port
77.89.125.129,VULN-10111,MEDIUM,config_issue,Weak cipher detected,Apply patch
249.194.99.90,VULN-10112,MEDIUM,open_port,Misconfig found,Apply patch
151.135.178.143,VULN-10113,LOW,weak_cipher,Open port exposed,Restrict port
233.64.69.207,VULN-10114,MEDIUM,open_port,Misconfig found,Fix config
26.242.109.181,VULN-10115,CRITICAL,open_port,Weak cipher detected,Apply patch
80.169.109.242,VULN-10116,LOW,open_port,Weak cipher detected,Restrict port
8.194.39.164,VULN-10117,CRITICAL,weak_cipher,Open port exposed,Fix config
130.171.96.75,VULN-10118,CRITICAL,open_port,Weak cipher detected,Fix config
205.247.234.215,VULN-10119,HIGH,weak_cipher,Misconfig found,Restrict port
145.136.132.174,VULN-10120,MEDIUM,open_port,Open port exposed,Restrict port
57.203.19.81,VULN-10121,LOW,config_issue,Open port exposed,Fix config
111.20.30.2,VULN-10122,CRITICAL,open_port,Misconfig found,Apply patch
32.103.8.146,VULN-10123,HIGH,config_issue,Misconfig found,Restrict port
131.60.127.109,VULN-10124,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
74.3.131.95,VULN-10125,HIGH,open_port,Misconfig found,Apply patch
215.219.221.116,VULN-10126,CRITICAL,open_port,Weak cipher detected,Apply patch
77.65.80.1,VULN-10127,LOW,config_issue,Weak cipher detected,Restrict port
184.46.172.23,VULN-10128,HIGH,open_port,Open port exposed,Fix config
67.33.217.167,VULN-10129,MEDIUM,open_port,Misconfig found,Restrict port
213.12.156.150,VULN-10130,MEDIUM,config_issue,Misconfig found,Fix config
32.180.172.48,VULN-10131,LOW,open_port,Open port exposed,Fix config
4.27.250.211,VULN-10132,HIGH,weak_cipher,Weak cipher detected,Restrict port
10.213.8.11,VULN-10133,MEDIUM,config_issue,Open port exposed,Restrict port
237.2.137.158,VULN-10134,CRITICAL,weak_cipher,Misconfig found,Fix config
161.24.24.50,VULN-10135,HIGH,weak_cipher,Open port exposed,Apply patch
174.204.83.233,VULN-10136,CRITICAL,weak_cipher,Misconfig found,Restrict port
