host,policy_id,standard,status,detail
225.194.71.158,P-4499,NIST-CSF,FAIL,TLS>=1.2 enforced
6.194.211.166,P-4500,ISO27001,FAIL,TLS>=1.2 enforced
16.33.51.101,P-4501,NIST-CSF,PASS,TLS>=1.2 enforced
173.234.22.10,P-4502,NIST-CSF,FAIL,TLS>=1.2 enforced
131.143.52.171,P-4503,NIST-CSF,PASS,SSH root disabled
197.187.209.15,P-4504,SOC2,FAIL,SSH root disabled
64.16.6.200,P-4505,NIST-CSF,FAIL,TLS>=1.2 enforced
197.137.76.165,P-4506,SOC2,FAIL,MFA enabled
16.81.125.184,P-4507,SOC2,PASS,SSH root disabled
202.22.131.241,P-4508,NIST-CSF,FAIL,SSH root disabled
32.129.58.54,P-4509,SOC2,FAIL,SSH root disabled
184.135.52.35,P-4510,NIST-CSF,PASS,TLS>=1.2 enforced
139.222.155.44,P-4511,ISO27001,PASS,TLS>=1.2 enforced
25.96.219.59,P-4512,ISO27001,FAIL,TLS>=1.2 enforced
95.226.179.219,P-4513,SOC2,FAIL,MFA enabled
120.130.108.110,P-4514,NIST-CSF,PASS,TLS>=1.2 enforced
4.162.194.63,P-4515,SOC2,PASS,TLS>=1.2 enforced
243.105.199.101,P-4516,ISO27001,FAIL,TLS>=1.2 enforced
251.6.143.203,P-4517,ISO27001,PASS,TLS>=1.2 enforced
146.2.86.8,P-4518,ISO27001,PASS,TLS>=1.2 enforced
114.134.7.214,P-4519,SOC2,PASS,MFA enabled
48.115.98.135,P-4520,NIST-CSF,PASS,SSH root disabled
56.236.11.152,P-4521,SOC2,FAIL,TLS>=1.2 enforced
21.24.96.197,P-4522,ISO27001,PASS,TLS>=1.2 enforced
194.142.186.143,P-4523,SOC2,PASS,TLS>=1.2 enforced
230.210.68.200,P-4524,NIST-CSF,FAIL,MFA enabled
104.181.220.127,P-4525,ISO27001,FAIL,SSH root disabled
48.43.104.99,P-4526,SOC2,PASS,SSH root disabled
129.39.81.172,P-4527,SOC2,FAIL,SSH root disabled
4.106.27.21,P-4528,NIST-CSF,PASS,SSH root disabled
58.51.188.206,P-4529,SOC2,PASS,MFA enabled
4.56.163.224,P-4530,ISO27001,FAIL,TLS>=1.2 enforced
248.253.96.100,P-4531,NIST-CSF,FAIL,SSH root disabled
192.79.252.121,P-4532,NIST-CSF,FAIL,SSH root disabled
167.149.174.251,P-4533,NIST-CSF,PASS,TLS>=1.2 enforced
215.209.198.55,P-4534,ISO27001,FAIL,SSH root disabled
231.21.112.101,P-4535,SOC2,PASS,TLS>=1.2 enforced
145.62.53.44,P-4536,NIST-CSF,PASS,TLS>=1.2 enforced
204.129.93.149,P-4537,NIST-CSF,FAIL,MFA enabled
132.27.195.78,P-4538,SOC2,PASS,MFA enabled
16.45.110.90,P-4539,SOC2,PASS,MFA enabled
246.93.179.49,P-4540,SOC2,PASS,MFA enabled
140.21.233.90,P-4541,NIST-CSF,FAIL,SSH root disabled
151.247.233.14,P-4542,SOC2,PASS,SSH root disabled
136.129.31.179,P-4543,ISO27001,PASS,SSH root disabled
85.26.154.234,P-4544,ISO27001,FAIL,MFA enabled
245.72.118.89,P-4545,SOC2,FAIL,SSH root disabled
164.163.18.161,P-4546,NIST-CSF,FAIL,TLS>=1.2 enforced
166.21.167.119,P-4547,ISO27001,PASS,SSH root disabled
90.34.112.43,P-4548,SOC2,PASS,TLS>=1.2 enforced
4.94.11.224,P-4549,SOC2,PASS,SSH root disabled
163.53.4.58,P-4550,ISO27001,FAIL,SSH root disabled
222.236.90.47,P-4551,NIST-CSF,FAIL,MFA enabled
145.177.214.158,P-4552,ISO27001,FAIL,TLS>=1.2 enforced
65.195.84.156,P-4553,SOC2,FAIL,TLS>=1.2 enforced
33.118.163.53,P-4554,ISO27001,PASS,MFA enabled
238.219.201.252,P-4555,ISO27001,FAIL,TLS>=1.2 enforced
226.216.248.61,P-4556,NIST-CSF,FAIL,TLS>=1.2 enforced
253.63.10.82,P-4557,SOC2,PASS,SSH root disabled
222.177.139.103,P-4558,SOC2,FAIL,SSH root disabled
76.189.80.162,P-4559,SOC2,FAIL,TLS>=1.2 enforced
212.140.180.80,P-4560,ISO27001,PASS,MFA enabled
204.53.75.49,P-4561,ISO27001,FAIL,MFA enabled
62.103.92.198,P-4562,ISO27001,PASS,SSH root disabled
63.44.163.235,P-4563,NIST-CSF,PASS,TLS>=1.2 enforced
195.103.208.203,P-4564,ISO27001,FAIL,TLS>=1.2 enforced
99.226.45.81,P-4565,SOC2,FAIL,SSH root disabled
94.54.220.25,P-4566,NIST-CSF,FAIL,MFA enabled
159.103.35.78,P-4567,SOC2,FAIL,SSH root disabled
53.88.115.237,P-4568,NIST-CSF,FAIL,TLS>=1.2 enforced
68.244.106.253,P-4569,SOC2,PASS,SSH root disabled
90.140.36.169,P-4570,ISO27001,PASS,TLS>=1.2 enforced
49.14.3.90,P-4571,ISO27001,FAIL,SSH root disabled
203.136.124.239,P-4572,SOC2,FAIL,SSH root disabled
11.185.95.119,P-4573,NIST-CSF,FAIL,MFA enabled
187.102.213.38,P-4574,NIST-CSF,PASS,MFA enabled
228.55.106.161,P-4575,SOC2,PASS,MFA enabled
250.206.76.6,P-4576,SOC2,PASS,TLS>=1.2 enforced
165.237.47.63,P-4577,SOC2,PASS,SSH root disabled
131.51.152.170,P-4578,SOC2,FAIL,MFA enabled
182.119.5.80,P-4579,SOC2,FAIL,MFA enabled
246.35.102.117,P-4580,NIST-CSF,PASS,MFA enabled
170.100.70.37,P-4581,SOC2,FAIL,SSH root disabled
2.201.158.227,P-4582,NIST-CSF,FAIL,MFA enabled
26.46.71.228,P-4583,SOC2,FAIL,MFA enabled
188.185.251.65,P-4584,NIST-CSF,FAIL,SSH root disabled
35.78.118.93,P-4585,NIST-CSF,FAIL,TLS>=1.2 enforced
227.142.182.120,P-4586,ISO27001,PASS,SSH root disabled
174.27.66.229,P-4587,SOC2,FAIL,MFA enabled
84.103.138.78,P-4588,NIST-CSF,PASS,MFA enabled
145.122.99.81,P-4589,NIST-CSF,FAIL,TLS>=1.2 enforced
116.20.108.187,P-4590,NIST-CSF,FAIL,MFA enabled
230.219.6.99,P-4591,NIST-CSF,PASS,TLS>=1.2 enforced
33.23.168.42,P-4592,ISO27001,PASS,SSH root disabled
211.173.221.195,P-4593,ISO27001,FAIL,MFA enabled
20.140.235.142,P-4594,ISO27001,PASS,TLS>=1.2 enforced
128.146.226.248,P-4595,NIST-CSF,FAIL,MFA enabled
106.242.162.48,P-4596,SOC2,FAIL,TLS>=1.2 enforced
92.93.134.93,P-4597,SOC2,FAIL,TLS>=1.2 enforced
105.143.100.97,P-4598,SOC2,PASS,TLS>=1.2 enforced
148.232.61.84,P-4599,SOC2,FAIL,SSH root disabled
59.156.25.52,P-4600,NIST-CSF,PASS,TLS>=1.2 enforced
177.152.133.160,P-4601,SOC2,PASS,SSH root disabled
211.49.189.127,P-4602,SOC2,PASS,MFA enabled
144.169.3.183,P-4603,SOC2,PASS,SSH root disabled
191.81.77.238,P-4604,SOC2,FAIL,MFA enabled
139.43.13.246,P-4605,NIST-CSF,PASS,SSH root disabled
148.15.161.206,P-4606,ISO27001,PASS,SSH root disabled
109.77.97.1,P-4607,SOC2,FAIL,MFA enabled
195.172.152.180,P-4608,NIST-CSF,PASS,MFA enabled
179.44.66.94,P-4609,NIST-CSF,PASS,SSH root disabled
110.39.88.230,P-4610,ISO27001,PASS,MFA enabled
90.152.159.71,P-4611,ISO27001,PASS,SSH root disabled
95.236.186.244,P-4612,NIST-CSF,PASS,TLS>=1.2 enforced
227.251.180.121,P-4613,NIST-CSF,PASS,SSH root disabled
169.59.45.122,P-4614,ISO27001,FAIL,TLS>=1.2 enforced
8.86.106.14,P-4615,SOC2,PASS,SSH root disabled
213.189.128.193,P-4616,ISO27001,PASS,TLS>=1.2 enforced
207.155.6.149,P-4617,SOC2,FAIL,TLS>=1.2 enforced
231.62.17.14,P-4618,NIST-CSF,FAIL,MFA enabled
162.31.84.38,P-4619,SOC2,FAIL,TLS>=1.2 enforced
153.102.201.180,P-4620,SOC2,PASS,MFA enabled
1.177.70.92,P-4621,NIST-CSF,FAIL,SSH root disabled
28.119.237.137,P-4622,ISO27001,PASS,MFA enabled
17.26.65.212,P-4623,NIST-CSF,FAIL,TLS>=1.2 enforced
187.148.25.29,P-4624,SOC2,FAIL,MFA enabled
38.189.249.190,P-4625,NIST-CSF,FAIL,SSH root disabled
235.109.40.122,P-4626,SOC2,FAIL,TLS>=1.2 enforced
178.168.58.164,P-4627,ISO27001,FAIL,TLS>=1.2 enforced
93.155.242.202,P-4628,NIST-CSF,PASS,TLS>=1.2 enforced
169.148.24.141,P-4629,SOC2,FAIL,TLS>=1.2 enforced
219.119.190.178,P-4630,ISO27001,FAIL,TLS>=1.2 enforced
217.222.122.161,P-4631,SOC2,FAIL,TLS>=1.2 enforced
190.147.67.212,P-4632,SOC2,PASS,TLS>=1.2 enforced
150.104.222.208,P-4633,SOC2,PASS,TLS>=1.2 enforced
26.99.22.177,P-4634,ISO27001,PASS,SSH root disabled
72.196.135.31,P-4635,NIST-CSF,FAIL,SSH root disabled
214.131.100.113,P-4636,NIST-CSF,FAIL,SSH root disabled
210.179.104.228,P-4637,NIST-CSF,PASS,SSH root disabled
213.207.73.156,P-4638,SOC2,PASS,MFA enabled
216.189.64.244,P-4639,NIST-CSF,PASS,SSH root disabled
20.120.97.61,P-4640,ISO27001,FAIL,MFA enabled
119.180.117.11,P-4641,NIST-CSF,PASS,MFA enabled
155.148.178.184,P-4642,NIST-CSF,PASS,TLS>=1.2 enforced
176.222.51.199,P-4643,ISO27001,PASS,MFA enabled
145.52.185.51,P-4644,ISO27001,PASS,MFA enabled
119.157.43.17,P-4645,NIST-CSF,FAIL,TLS>=1.2 enforced
172.25.202.94,P-4646,ISO27001,PASS,SSH root disabled
237.97.32.208,P-4647,SOC2,FAIL,TLS>=1.2 enforced
204.47.193.217,P-4648,ISO27001,PASS,MFA enabled
126.85.253.57,P-4649,NIST-CSF,PASS,SSH root disabled
207.65.234.251,P-4650,SOC2,PASS,SSH root disabled
155.7.102.163,P-4651,NIST-CSF,PASS,MFA enabled
73.220.200.208,P-4652,NIST-CSF,PASS,MFA enabled
31.226.118.209,P-4653,SOC2,FAIL,SSH root disabled
33.94.148.137,P-4654,ISO27001,FAIL,SSH root disabled
69.208.168.251,P-4655,ISO27001,PASS,SSH root disabled
190.46.31.88,P-4656,ISO27001,PASS,MFA enabled
89.173.175.198,P-4657,NIST-CSF,FAIL,MFA enabled
197.196.49.70,P-4658,ISO27001,FAIL,MFA enabled
102.52.14.182,P-4659,SOC2,PASS,MFA enabled
162.251.213.99,P-4660,SOC2,FAIL,SSH root disabled
91.44.140.18,P-4661,ISO27001,PASS,MFA enabled
43.79.140.253,P-4662,ISO27001,FAIL,MFA enabled
104.191.126.34,P-4663,NIST-CSF,PASS,MFA enabled
210.3.13.179,P-4664,ISO27001,PASS,MFA enabled
5.62.165.244,P-4665,ISO27001,PASS,SSH root disabled
193.124.71.113,P-4666,SOC2,PASS,SSH root disabled
49.147.251.151,P-4667,NIST-CSF,FAIL,TLS>=1.2 enforced
238.209.49.162,P-4668,SOC2,FAIL,MFA enabled
221.114.148.2,P-4669,NIST-CSF,PASS,SSH root disabled
79.210.234.44,P-4670,ISO27001,PASS,SSH root disabled
61.23.241.74,P-4671,ISO27001,FAIL,SSH root disabled
63.48.158.237,P-4672,SOC2,FAIL,MFA enabled
77.98.56.26,P-4673,SOC2,PASS,MFA enabled
240.44.250.215,P-4674,ISO27001,PASS,SSH root disabled
191.101.182.92,P-4675,NIST-CSF,FAIL,SSH root disabled
6.86.52.240,P-4676,SOC2,PASS,SSH root disabled
3.120.177.93,P-4677,NIST-CSF,PASS,TLS>=1.2 enforced
235.88.37.236,P-4678,NIST-CSF,PASS,TLS>=1.2 enforced
197.105.6.156,P-4679,ISO27001,FAIL,TLS>=1.2 enforced
200.145.40.24,P-4680,ISO27001,FAIL,MFA enabled
40.14.149.198,P-4681,ISO27001,FAIL,SSH root disabled
244.244.97.246,P-4682,SOC2,PASS,MFA enabled
64.121.163.152,P-4683,SOC2,PASS,TLS>=1.2 enforced
59.244.101.16,P-4684,ISO27001,PASS,SSH root disabled
177.241.13.164,P-4685,NIST-CSF,FAIL,SSH root disabled
90.203.161.178,P-4686,ISO27001,PASS,TLS>=1.2 enforced
250.121.220.223,P-4687,SOC2,FAIL,MFA enabled
235.119.192.214,P-4688,SOC2,PASS,SSH root disabled
94.217.27.6,P-4689,NIST-CSF,PASS,MFA enabled
203.9.34.11,P-4690,SOC2,PASS,MFA enabled
10.237.80.239,P-4691,NIST-CSF,PASS,TLS>=1.2 enforced
231.116.81.45,P-4692,ISO27001,FAIL,TLS>=1.2 enforced
84.33.94.139,P-4693,SOC2,PASS,SSH root disabled
101.163.117.39,P-4694,ISO27001,FAIL,MFA enabled
30.195.192.176,P-4695,NIST-CSF,PASS,SSH root disabled
58.17.37.78,P-4696,NIST-CSF,FAIL,MFA enabled
128.230.215.109,P-4697,SOC2,FAIL,TLS>=1.2 enforced
106.86.30.246,P-4698,NIST-CSF,PASS,MFA enabled
182.192.147.224,P-4699,NIST-CSF,FAIL,MFA enabled
45.19.239.252,P-4700,SOC2,FAIL,SSH root disabled
7.10.229.192,P-4701,ISO27001,PASS,TLS>=1.2 enforced
184.41.59.108,P-4702,ISO27001,FAIL,SSH root disabled
207.77.42.168,P-4703,SOC2,FAIL,SSH root disabled
140.113.63.23,P-4704,ISO27001,PASS,SSH root disabled
225.93.173.80,P-4705,SOC2,PASS,TLS>=1.2 enforced
184.58.15.68,P-4706,ISO27001,FAIL,MFA enabled
159.183.49.133,P-4707,ISO27001,FAIL,SSH root disabled
146.197.249.45,P-4708,SOC2,FAIL,TLS>=1.2 enforced
52.66.233.35,P-4709,ISO27001,FAIL,TLS>=1.2 enforced
146.79.132.37,P-4710,NIST-CSF,FAIL,SSH root disabled
11.23.37.223,P-4711,ISO27001,PASS,SSH root disabled
119.36.207.199,P-4712,NIST-CSF,FAIL,SSH root disabled
70.238.75.159,P-4713,SOC2,FAIL,TLS>=1.2 enforced
10.104.27.138,P-4714,SOC2,FAIL,TLS>=1.2 enforced
4.55.46.235,P-4715,ISO27001,PASS,MFA enabled
67.243.226.195,P-4716,SOC2,PASS,TLS>=1.2 enforced
151.179.151.222,P-4717,SOC2,PASS,SSH root disabled
25.92.3.238,P-4718,ISO27001,PASS,SSH root disabled
37.198.157.52,P-4719,NIST-CSF,FAIL,MFA enabled
102.171.89.26,P-4720,SOC2,FAIL,MFA enabled
233.177.15.96,P-4721,NIST-CSF,FAIL,TLS>=1.2 enforced
17.185.85.185,P-4722,SOC2,FAIL,TLS>=1.2 enforced
83.11.148.253,P-4723,NIST-CSF,FAIL,TLS>=1.2 enforced
131.173.169.127,P-4724,SOC2,PASS,MFA enabled
107.200.41.99,P-4725,SOC2,PASS,SSH root disabled
196.133.111.130,P-4726,ISO27001,FAIL,SSH root disabled
189.74.216.199,P-4727,SOC2,PASS,TLS>=1.2 enforced
43.249.136.64,P-4728,ISO27001,FAIL,TLS>=1.2 enforced
174.250.54.108,P-4729,SOC2,PASS,SSH root disabled
134.30.15.168,P-4730,NIST-CSF,PASS,TLS>=1.2 enforced
188.112.139.178,P-4731,NIST-CSF,PASS,TLS>=1.2 enforced
38.107.45.47,P-4732,ISO27001,FAIL,SSH root disabled
239.249.153.197,P-4733,SOC2,FAIL,MFA enabled
56.29.68.114,P-4734,ISO27001,FAIL,SSH root disabled
187.115.79.95,P-4735,SOC2,FAIL,MFA enabled
35.107.248.2,P-4736,NIST-CSF,PASS,SSH root disabled
44.28.48.61,P-4737,ISO27001,PASS,SSH root disabled
114.204.237.40,P-4738,NIST-CSF,PASS,SSH root disabled
225.5.245.141,P-4739,NIST-CSF,FAIL,SSH root disabled
24.75.45.176,P-4740,ISO27001,FAIL,SSH root disabled
74.172.206.197,P-4741,SOC2,FAIL,SSH root disabled
24.201.155.61,P-4742,ISO27001,FAIL,MFA enabled
1.32.201.36,P-4743,SOC2,PASS,SSH root disabled
163.104.175.248,P-4744,SOC2,PASS,SSH root disabled
146.90.110.242,P-4745,ISO27001,PASS,SSH root disabled
62.170.139.39,P-4746,NIST-CSF,FAIL,SSH root disabled
132.4.33.195,P-4747,SOC2,PASS,SSH root disabled
58.61.57.67,P-4748,NIST-CSF,PASS,MFA enabled
115.238.52.115,P-4749,NIST-CSF,FAIL,MFA enabled
211.168.219.226,P-4750,NIST-CSF,PASS,SSH root disabled
45.8.44.197,P-4751,NIST-CSF,FAIL,SSH root disabled
226.214.225.31,P-4752,ISO27001,PASS,MFA enabled
137.87.152.119,P-4753,NIST-CSF,PASS,MFA enabled
209.171.172.135,P-4754,NIST-CSF,PASS,MFA enabled
4.130.183.151,P-4755,SOC2,PASS,SSH root disabled
195.150.59.18,P-4756,SOC2,FAIL,SSH root disabled
189.156.93.250,P-4757,ISO27001,PASS,SSH root disabled
51.222.73.163,P-4758,ISO27001,PASS,TLS>=1.2 enforced
45.140.138.175,P-4759,SOC2,FAIL,MFA enabled
193.251.103.2,P-4760,NIST-CSF,FAIL,SSH root disabled
59.201.120.180,P-4761,ISO27001,PASS,MFA enabled
219.116.191.5,P-4762,SOC2,FAIL,SSH root disabled
32.118.249.123,P-4763,ISO27001,FAIL,SSH root disabled
146.80.218.135,P-4764,ISO27001,FAIL,SSH root disabled
165.176.184.43,P-4765,SOC2,FAIL,MFA enabled
159.247.157.85,P-4766,NIST-CSF,FAIL,SSH root disabled
127.188.53.230,P-4767,ISO27001,PASS,MFA enabled
164.239.166.211,P-4768,ISO27001,FAIL,SSH root disabled
236.82.42.127,P-4769,ISO27001,FAIL,MFA enabled
65.1.204.200,P-4770,ISO27001,FAIL,MFA enabled
110.202.102.218,P-4771,SOC2,PASS,TLS>=1.2 enforced
225.234.125.91,P-4772,SOC2,PASS,TLS>=1.2 enforced
131.222.120.6,P-4773,NIST-CSF,FAIL,MFA enabled
143.85.190.88,P-4774,SOC2,PASS,SSH root disabled
249.189.243.136,P-4775,SOC2,FAIL,SSH root disabled
76.82.171.220,P-4776,ISO27001,FAIL,SSH root disabled
138.34.42.94,P-4777,NIST-CSF,FAIL,SSH root disabled
196.129.231.135,P-4778,SOC2,FAIL,SSH root disabled
43.173.194.149,P-4779,ISO27001,FAIL,TLS>=1.2 enforced
71.142.119.149,P-4780,SOC2,PASS,MFA enabled
245.216.7.13,P-4781,NIST-CSF,PASS,SSH root disabled
28.102.242.35,P-4782,NIST-CSF,FAIL,SSH root disabled
143.168.176.179,P-4783,SOC2,PASS,SSH root disabled
94.178.69.225,P-4784,ISO27001,PASS,MFA enabled
130.186.235.29,P-4785,SOC2,FAIL,SSH root disabled
245.84.207.87,P-4786,ISO27001,PASS,SSH root disabled
86.148.13.77,P-4787,NIST-CSF,FAIL,SSH root disabled
52.25.226.134,P-4788,NIST-CSF,PASS,TLS>=1.2 enforced
171.114.173.162,P-4789,NIST-CSF,PASS,TLS>=1.2 enforced
67.70.135.139,P-4790,SOC2,PASS,TLS>=1.2 enforced
51.243.81.75,P-4791,SOC2,PASS,TLS>=1.2 enforced
106.74.238.99,P-4792,NIST-CSF,FAIL,TLS>=1.2 enforced
106.26.217.235,P-4793,NIST-CSF,FAIL,MFA enabled
11.200.165.167,P-4794,SOC2,FAIL,MFA enabled
100.163.152.30,P-4795,ISO27001,FAIL,SSH root disabled
223.204.215.149,P-4796,NIST-CSF,FAIL,MFA enabled
127.107.85.217,P-4797,SOC2,FAIL,TLS>=1.2 enforced
28.232.197.35,P-4798,ISO27001,FAIL,SSH root disabled
96.193.133.226,P-4799,NIST-CSF,PASS,TLS>=1.2 enforced
210.177.211.116,P-4800,ISO27001,FAIL,TLS>=1.2 enforced
219.100.9.5,P-4801,SOC2,PASS,MFA enabled
119.186.63.8,P-4802,NIST-CSF,PASS,SSH root disabled
251.176.159.13,P-4803,NIST-CSF,FAIL,MFA enabled
134.55.107.134,P-4804,SOC2,FAIL,SSH root disabled
237.179.174.138,P-4805,NIST-CSF,PASS,MFA enabled
21.17.94.145,P-4806,SOC2,FAIL,SSH root disabled
138.140.147.5,P-4807,NIST-CSF,FAIL,MFA enabled
145.79.21.33,P-4808,NIST-CSF,FAIL,MFA enabled
18.240.40.4,P-4809,SOC2,FAIL,TLS>=1.2 enforced
23.50.247.59,P-4810,SOC2,PASS,MFA enabled
181.218.235.30,P-4811,ISO27001,PASS,SSH root disabled
149.224.189.187,P-4812,ISO27001,FAIL,TLS>=1.2 enforced
27.114.249.115,P-4813,ISO27001,PASS,TLS>=1.2 enforced
114.104.229.221,P-4814,NIST-CSF,PASS,MFA enabled
51.15.34.211,P-4815,ISO27001,PASS,SSH root disabled
214.230.67.190,P-4816,NIST-CSF,FAIL,MFA enabled
15.6.144.92,P-4817,SOC2,FAIL,SSH root disabled
239.132.59.151,P-4818,ISO27001,PASS,TLS>=1.2 enforced
218.68.232.205,P-4819,ISO27001,FAIL,SSH root disabled
116.131.254.254,P-4820,NIST-CSF,FAIL,MFA enabled
66.246.68.98,P-4821,NIST-CSF,PASS,SSH root disabled
87.82.149.192,P-4822,NIST-CSF,FAIL,MFA enabled
112.204.65.38,P-4823,ISO27001,FAIL,TLS>=1.2 enforced
27.35.131.196,P-4824,ISO27001,PASS,TLS>=1.2 enforced
160.20.162.132,P-4825,NIST-CSF,PASS,TLS>=1.2 enforced
213.53.1.45,P-4826,ISO27001,FAIL,SSH root disabled
171.126.176.90,P-4827,SOC2,PASS,TLS>=1.2 enforced
15.227.12.52,P-4828,ISO27001,FAIL,MFA enabled
244.115.21.11,P-4829,ISO27001,PASS,TLS>=1.2 enforced
35.227.42.243,P-4830,SOC2,FAIL,SSH root disabled
89.214.7.110,P-4831,ISO27001,FAIL,TLS>=1.2 enforced
142.156.149.157,P-4832,SOC2,FAIL,SSH root disabled
132.209.210.208,P-4833,ISO27001,PASS,TLS>=1.2 enforced
41.245.233.8,P-4834,ISO27001,PASS,MFA enabled
189.226.241.93,P-4835,SOC2,PASS,TLS>=1.2 enforced
160.63.41.94,P-4836,SOC2,FAIL,MFA enabled
94.246.231.59,P-4837,SOC2,FAIL,MFA enabled
219.243.20.238,P-4838,SOC2,PASS,TLS>=1.2 enforced
45.142.179.202,P-4839,NIST-CSF,FAIL,SSH root disabled
210.134.254.13,P-4840,NIST-CSF,PASS,TLS>=1.2 enforced
160.67.182.242,P-4841,NIST-CSF,PASS,MFA enabled
105.70.176.217,P-4842,ISO27001,FAIL,TLS>=1.2 enforced
185.101.165.20,P-4843,SOC2,FAIL,SSH root disabled
234.246.18.167,P-4844,SOC2,FAIL,MFA enabled
172.94.47.229,P-4845,NIST-CSF,PASS,MFA enabled
253.93.154.248,P-4846,ISO27001,PASS,MFA enabled
77.251.110.82,P-4847,ISO27001,FAIL,SSH root disabled
5.45.124.29,P-4848,SOC2,PASS,TLS>=1.2 enforced
139.217.149.143,P-4849,NIST-CSF,PASS,MFA enabled
131.237.91.59,P-4850,SOC2,FAIL,MFA enabled
236.200.146.196,P-4851,NIST-CSF,PASS,MFA enabled
109.70.176.90,P-4852,ISO27001,PASS,SSH root disabled
20.149.120.210,P-4853,SOC2,PASS,MFA enabled
151.40.28.227,P-4854,NIST-CSF,FAIL,SSH root disabled
149.27.131.76,P-4855,SOC2,FAIL,MFA enabled
52.9.39.170,P-4856,ISO27001,FAIL,TLS>=1.2 enforced
77.43.63.228,P-4857,ISO27001,FAIL,SSH root disabled
106.3.137.95,P-4858,NIST-CSF,PASS,SSH root disabled
91.14.115.104,P-4859,SOC2,FAIL,SSH root disabled
172.167.198.126,P-4860,ISO27001,FAIL,MFA enabled
54.62.131.43,P-4861,NIST-CSF,PASS,MFA enabled
2.239.116.118,P-4862,NIST-CSF,PASS,MFA enabled
85.188.26.44,P-4863,NIST-CSF,FAIL,MFA enabled
221.156.145.143,P-4864,ISO27001,PASS,SSH root disabled
72.114.254.163,P-4865,NIST-CSF,FAIL,SSH root disabled
145.147.78.155,P-4866,SOC2,FAIL,MFA enabled
184.97.69.124,P-4867,ISO27001,FAIL,MFA enabled
91.159.109.46,P-4868,ISO27001,PASS,MFA enabled
212.178.151.104,P-4869,SOC2,PASS,SSH root disabled
101.64.34.164,P-4870,SOC2,FAIL,SSH root disabled
28.128.44.176,P-4871,NIST-CSF,PASS,SSH root disabled
84.190.160.65,P-4872,SOC2,PASS,SSH root disabled
252.50.141.57,P-4873,SOC2,FAIL,MFA enabled
149.4.206.27,P-4874,NIST-CSF,FAIL,MFA enabled
108.125.88.164,P-4875,NIST-CSF,FAIL,SSH root disabled
228.42.105.97,P-4876,NIST-CSF,FAIL,MFA enabled
141.115.100.14,P-4877,ISO27001,FAIL,SSH root disabled
231.157.100.152,P-4878,ISO27001,PASS,MFA enabled
241.44.84.163,P-4879,SOC2,PASS,MFA enabled
174.220.199.26,P-4880,ISO27001,PASS,MFA enabled
234.130.201.222,P-4881,ISO27001,FAIL,SSH root disabled
134.103.220.220,P-4882,NIST-CSF,FAIL,TLS>=1.2 enforced
148.36.34.41,P-4883,NIST-CSF,PASS,MFA enabled
248.70.60.250,P-4884,ISO27001,FAIL,SSH root disabled
40.56.173.222,P-4885,SOC2,FAIL,TLS>=1.2 enforced
187.134.101.116,P-4886,SOC2,FAIL,MFA enabled
65.95.91.29,P-4887,ISO27001,FAIL,MFA enabled
12.33.92.10,P-4888,SOC2,PASS,TLS>=1.2 enforced
128.8.224.30,P-4889,SOC2,PASS,TLS>=1.2 enforced
251.157.224.9,P-4890,SOC2,FAIL,TLS>=1.2 enforced
254.117.72.141,P-4891,SOC2,FAIL,MFA enabled
236.224.179.242,P-4892,NIST-CSF,PASS,TLS>=1.2 enforced
99.154.147.38,P-4893,NIST-CSF,FAIL,MFA enabled
188.203.195.180,P-4894,SOC2,PASS,SSH root disabled
53.69.175.57,P-4895,SOC2,FAIL,SSH root disabled
90.78.246.195,P-4896,ISO27001,PASS,SSH root disabled
147.209.217.185,P-4897,NIST-CSF,PASS,TLS>=1.2 enforced
141.61.82.83,P-4898,NIST-CSF,PASS,TLS>=1.2 enforced
220.110.107.80,P-4899,ISO27001,PASS,SSH root disabled
65.191.177.54,P-4900,NIST-CSF,PASS,TLS>=1.2 enforced
188.182.170.163,P-4901,ISO27001,FAIL,TLS>=1.2 enforced
143.39.190.232,P-4902,SOC2,PASS,SSH root disabled
197.219.99.27,P-4903,NIST-CSF,PASS,TLS>=1.2 enforced
95.193.167.27,P-4904,SOC2,FAIL,MFA enabled
236.51.236.50,P-4905,SOC2,FAIL,TLS>=1.2 enforced
151.209.152.101,P-4906,ISO27001,FAIL,SSH root disabled
172.53.4.26,P-4907,ISO27001,PASS,SSH root disabled
28.110.17.142,P-4908,NIST-CSF,FAIL,SSH root disabled
149.6.105.128,P-4909,NIST-CSF,PASS,SSH root disabled
83.135.53.83,P-4910,ISO27001,PASS,MFA enabled
155.26.176.232,P-4911,NIST-CSF,FAIL,MFA enabled
78.227.186.51,P-4912,SOC2,FAIL,SSH root disabled
30.240.120.115,P-4913,SOC2,FAIL,TLS>=1.2 enforced
100.46.198.1,P-4914,NIST-CSF,FAIL,SSH root disabled
232.224.60.44,P-4915,ISO27001,PASS,MFA enabled
42.163.141.40,P-4916,NIST-CSF,FAIL,TLS>=1.2 enforced
145.146.191.139,P-4917,ISO27001,PASS,SSH root disabled
99.232.242.233,P-4918,SOC2,PASS,SSH root disabled
159.194.168.75,P-4919,ISO27001,FAIL,TLS>=1.2 enforced
94.118.99.100,P-4920,NIST-CSF,FAIL,SSH root disabled
139.50.159.234,P-4921,ISO27001,PASS,SSH root disabled
16.175.119.179,P-4922,NIST-CSF,PASS,SSH root disabled
